,Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Indian rupee   (INR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     
5608,14-Oct-15,105.2345,0.7226,0.0971,3.825,1.3933,1.2982,683.05,6.3408,23.762,6.5392,1.141,65.1123,3.85,119.56,1147.5,0.3018,4.195,35.3823,16.5804,0.6657,8.0982,0.3845,3.237,45.983,3.7129,3.64,63.1248,3.75,1.3933,13.515,8.1164,0.9558,35.592,6.3525,3.6725,1.536,1.0,29.423
5609,15-Oct-15,105.1778,0.7318,0.0976,3.8507,1.3763,1.2904,681.07,6.3402,23.677,6.5226,1.1439,64.824,3.821,118.98,1150.1,0.3018,4.1175,35.2926,16.425,0.6812,8.0575,0.3845,3.233,46.092,3.6948,3.64,62.2433,3.75,1.3763,13.1453,8.1152,0.9508,35.2,6.3562,3.6725,1.5487,1.0,29.34
5610,16-Oct-15,105.556,0.728,0.0979,3.8344,1.3834,1.2933,675.62,6.3436,23.841,6.5666,1.136,64.9697,3.816,119.08,1133.7,0.3018,4.175,35.2636,16.3959,0.6832,8.099,0.3845,3.233,45.796,3.7243,3.64,61.3587,3.75,1.3834,13.1205,8.2383,0.9544,35.301,6.3221,3.6725,1.5449,1.0,29.34
5611,19-Oct-15,105.6364,0.7275,0.0975,3.8438,1.3827,1.2998,673.91,6.3527,23.898,6.5818,1.1333,64.8178,3.842,119.31,1128.9,0.30165,4.207,35.2698,16.4899,0.6787,8.1047,0.3845,3.247,45.975,3.7265,3.64,61.4419,3.75,1.3827,13.201,8.2467,0.9562,35.31,6.3416,3.6725,1.5494,1.0,29.372
5612,20-Oct-15,105.5702,0.727,0.0974,3.9015,1.3891,1.2974,679.31,6.3614,23.809,6.5591,1.1373,64.8908,3.859,119.5,1125.3,0.30165,4.245,35.3303,16.5618,0.6798,8.1205,0.3845,3.254,46.089,3.7385,3.64,62.162,3.75,1.3891,13.22585,8.2775,0.9507,35.43,6.3277,3.6725,1.548,1.0,29.384
5613,21-Oct-15,105.5985,0.7274,0.0963,3.8656,1.3905,1.3116,684.21,6.3473,23.852,6.57,1.1354,65.1513,3.861,119.9,1130.1,0.30165,4.295,35.3233,16.66,0.675,8.1579,0.3845,3.26,46.184,3.7627,3.64,62.6309,3.75,1.3905,13.428,8.3026,0.9581,35.406,6.3461,3.6725,1.5452,1.0,29.414
5614,22-Oct-15,105.679,0.7203,0.096,3.9386,1.3927,1.3088,692.7,6.3497,23.925,6.5938,1.1313,65.1513,3.855,119.9,1131.3,0.30175,4.2945,35.3163,16.5284,0.6727,8.1976,0.3845,3.255,46.414,3.7806,3.64,62.7888,3.75,1.3927,13.47525,8.3285,0.9623,35.609,6.3362,3.6725,1.5479,1.0,29.428
5615,23-Oct-15,106.6907,0.725,0.0957,3.936,1.3845,1.3172,691.62,6.3595,24.45,6.7302,1.1084,64.8815,3.881,120.94,1138.2,0.30175,4.2251,35.4052,16.5138,0.683,8.3476,0.3845,3.263,46.528,3.82,3.64,61.9286,3.75,1.3845,13.47905,8.4725,0.9742,35.609,6.3382,3.6725,1.5388,1.0,29.453
5616,26-Oct-15,106.8608,0.7255,0.0956,3.8988,1.3939,1.3134,686.95,6.3549,24.604,6.7753,1.1011,64.9603,3.894,121.15,1127.4,0.30275,4.2595,35.5681,16.4998,0.683,8.3789,0.3845,3.269,46.454,3.8645,3.64,62.5038,3.75,1.3939,13.6035,8.4841,0.9817,35.536,6.3312,3.6725,1.5343,1.0,29.414
5617,27-Oct-15,106.7758,0.7232,0.0951,3.8582,1.3929,1.3241,685.64,6.3494,24.504,6.7444,1.1061,64.9553,3.866,120.77,1134.1,0.30265,4.2625,35.688,16.5545,0.6778,8.4649,0.3845,3.277,46.607,3.8669,3.64,63.5004,3.75,1.3929,13.68155,8.5064,0.9842,35.502,6.3381,3.6725,1.5333,1.0,29.412
5618,28-Oct-15,106.5724,0.7121,0.0956,3.9114,1.3969,1.3148,687.45,6.3536,24.504,6.7297,1.1085,65.0408,3.872,120.35,1131.2,0.30275,4.278,35.8053,16.4503,0.6753,8.498,0.3845,3.277,46.655,3.8826,3.64,65.3159,3.75,1.3969,13.62725,8.5079,0.9847,35.502,6.3424,3.6725,1.5291,1.0,29.404
5619,29-Oct-15,106.8668,0.7103,0.0946,3.8797,1.4025,1.317,687.37,6.3596,24.803,6.8231,1.093,65.1515,3.883,120.69,1132.9,0.3031,4.2875,35.8497,16.6219,0.6678,8.57,0.3845,3.281,46.771,3.8974,3.64,64.1686,3.75,1.4025,13.78765,8.5365,0.9898,35.613,6.3508,3.6725,1.5262,1.0,29.437
5620,30-Oct-15,106.7866,0.7099,0.0946,3.9328,1.4018,1.3083,690.34,6.3495,24.594,6.7694,1.1017,65.2231,3.867,120.87,1142.3,0.3031,4.304,35.8572,16.5244,0.6731,8.5259,0.3845,3.282,46.89,3.8748,3.64,64.3742,3.75,1.4018,13.80265,8.5181,0.9889,35.596,6.332,3.6725,1.5349,1.0,29.365
5621,2-Nov-15,106.6307,0.714,0.095,3.8589,1.4002,1.3095,690.32,6.3154,24.559,6.7608,1.1032,65.4793,3.868,120.45,1138.6,0.3027,4.2925,35.8572,16.5244,0.6767,8.4636,0.3845,3.284,46.859,3.859,3.64,63.7993,3.75,1.4002,13.7604,8.5162,0.987,35.58,6.355,3.6725,1.5465,1.0,29.365
5622,3-Nov-15,106.9046,0.7202,0.0945,3.8589,1.3959,1.3106,691.92,6.331,24.689,6.7955,1.0976,65.451,3.878,120.45,1140.1,0.3027,4.283,35.891,16.4196,0.6763,8.5104,0.3845,3.285,46.796,3.8678,3.64,63.8525,3.75,1.3959,13.8568,8.5267,0.9902,35.555,6.363,3.6725,1.5399,1.0,29.313
5623,4-Nov-15,107.0983,0.7205,0.0947,3.8126,1.3945,1.3164,691.19,6.3343,24.78,6.8216,1.0935,65.568,3.877,121.2,1133.4,0.303,4.2625,35.8717,16.5147,0.6645,8.5299,0.3845,3.287,46.798,3.8876,3.64,63.8525,3.75,1.3945,13.7881,8.5646,0.9901,35.51,6.3768,3.6725,1.542,1.0,29.333
5624,5-Nov-15,107.2682,0.715,0.0943,3.7687,1.4042,1.3167,688.94,6.3381,24.853,6.854,1.0883,65.6755,3.888,121.51,1129.5,0.30325,4.298,35.8996,16.5959,0.6589,8.5514,0.3845,3.299,46.743,3.8925,3.64,63.3991,3.75,1.4042,13.8901,8.6201,0.9962,35.547,6.3754,3.6725,1.539,1.0,29.408
5625,6-Nov-15,107.9199,0.7144,0.094,3.7893,1.4064,1.3308,693.49,6.3459,24.892,6.8667,1.0864,65.791,3.886,121.7,1137.1,0.30325,4.301,35.9197,16.8382,0.6604,8.5341,0.3845,3.312,46.906,3.9075,3.64,63.6832,3.75,1.4064,13.9617,8.6407,0.9961,35.574,6.3727,3.6725,1.5139,1.0,29.449
5626,9-Nov-15,107.8774,0.7058,0.0928,3.8059,1.4211,1.3275,697.07,6.3578,25.09,6.9228,1.0776,66.3378,3.913,123.31,1138.6,0.3039,4.3615,36.0088,16.87,0.6524,8.6187,0.3845,3.306,46.902,3.9605,3.64,64.6606,3.75,1.4211,14.26285,8.7009,1.0028,35.87,6.3958,3.6725,1.5104,1.0,29.448
5627,10-Nov-15,107.986,0.7047,0.0924,3.7928,1.4211,1.3259,697.07,6.3602,25.249,6.9649,1.0711,66.3495,3.921,123.17,1154.1,0.3039,4.3615,36.0932,16.7658,0.6527,8.6607,0.3845,3.311,47.154,3.957,3.64,64.3908,3.75,1.4211,14.35565,8.6871,1.0046,35.885,6.3988,3.6725,1.5106,1.0,29.44
5628,11-Nov-15,107.9435,0.7068,0.0929,3.7981,1.4189,1.3259,702.7,6.3614,25.218,6.9619,1.0716,66.3495,3.911,122.88,1158.2,0.3038,4.3655,36.0932,16.7173,0.6546,8.6068,0.3845,3.311,47.21,3.957,3.64,64.5693,3.75,1.4189,14.2258,8.6656,1.0065,35.85,6.3988,3.6725,1.5161,1.0,29.424
5629,12-Nov-15,107.8539,0.7139,0.0927,3.7327,1.4175,1.3307,702.7,6.3628,25.205,6.9552,1.0726,66.3495,3.891,122.83,1154.8,0.3038,4.368,36.1335,16.7406,0.6574,8.6929,0.3845,3.311,47.131,3.9434,3.64,65.4541,3.75,1.4175,14.2281,8.6859,1.005,35.826,6.4149,3.6725,1.5185,1.0,29.463
5630,13-Nov-15,107.5751,0.7135,0.0925,3.7996,1.4201,1.3332,702.51,6.3655,25.107,6.9311,1.0764,66.139,3.889,122.56,1154.5,0.3038,4.3775,36.1104,16.7395,0.654,8.6696,0.3845,3.311,46.993,3.9388,3.64,66.6343,3.75,1.4201,14.3376,8.6611,1.0014,35.884,6.4287,3.6725,1.5221,1.0,29.463
5631,16-Nov-15,107.8539,0.7115,0.0924,3.8023,1.4243,1.3353,705.09,6.375,25.207,6.9579,1.0723,66.169,3.892,122.52,1161.3,0.3038,4.3925,36.1081,16.7395,0.6527,8.6776,0.3845,3.341,47.032,3.9581,3.64,66.4607,3.75,1.4243,14.3994,8.6894,1.0057,35.974,6.416,3.6725,1.5195,1.0,29.468
5632,17-Nov-15,108.0805,0.7089,0.0926,3.8336,1.4232,1.3324,709.59,6.374,25.207,6.9928,1.067,65.9805,3.905,123.38,1172.7,0.3041,4.3825,36.1457,16.757,0.6474,8.657,0.3845,3.345,47.032,3.9775,3.64,65.4799,3.75,1.4232,14.29065,8.7345,1.0128,35.965,6.4258,3.6725,1.5201,1.0,29.47
5633,18-Nov-15,108.0994,0.7097,0.0928,3.8052,1.426,1.3353,710.46,6.3796,25.34,6.9949,1.0666,66.1138,3.904,123.39,1169.2,0.3041,4.396,36.1812,16.7636,0.6472,8.6569,0.3845,3.353,47.032,3.9802,3.64,64.7785,3.75,1.426,14.17575,8.7315,1.015,36.041,6.4048,3.6725,1.5212,1.0,29.49
5634,19-Nov-15,107.8822,0.717,0.093,3.7921,1.4181,1.3267,714.12,6.3791,25.282,6.9807,1.0687,66.1105,3.885,123.25,1173.4,0.30395,4.344,36.1779,16.5748,0.6519,8.6606,0.3845,3.352,47.032,3.9754,3.64,64.912,3.75,1.4181,14.1521,8.7064,1.0165,35.926,6.4114,3.6725,1.5265,1.0,29.463
5635,20-Nov-15,108.0379,0.7194,0.0938,3.7442,1.4119,1.3338,711.96,6.378,25.289,6.98,1.0688,66.094,3.878,122.94,1164.2,0.30395,4.2825,36.1425,16.512,0.6554,8.6111,0.3845,3.356,47.032,3.9706,3.64,64.8673,3.75,1.4119,13.9523,8.7117,1.0163,35.713,6.423,3.6725,1.5272,1.0,29.485
5636,23-Nov-15,108.1795,0.718,0.0933,3.701,1.4183,1.3357,709.04,6.3867,25.422,7.0178,1.0631,66.349,3.894,122.94,1156.9,0.3042,4.297,36.1242,16.5306,0.6533,8.6309,0.3845,3.368,47.196,3.988,3.64,65.5973,3.75,1.4183,13.98345,8.7189,1.0217,35.824,6.4129,3.6725,1.5126,1.0,29.506
5637,24-Nov-15,108.0804,0.7196,0.0932,3.7231,1.4147,1.3308,715.66,6.3888,25.376,7.0045,1.0651,66.384,3.873,122.75,1157.9,0.3042,4.265,36.1638,16.4705,0.6514,8.6461,0.3845,3.374,47.147,4.0021,3.64,65.621,3.75,1.4147,14.05825,8.7234,1.0179,35.832,6.4129,3.6725,1.511,1.0,29.547
5638,25-Nov-15,108.425,0.7265,0.0931,3.7081,1.4061,1.3301,711.42,6.3877,25.527,7.0476,1.0586,66.384,3.877,122.42,1155.6,0.3041,4.194,36.1638,16.5548,0.6563,8.6728,0.3845,3.374,47.134,4.0215,3.64,65.4789,3.75,1.4061,14.06775,8.7061,1.021,35.682,6.4216,3.6725,1.5061,1.0,29.547
5639,30-Nov-15,108.4958,0.7189,0.0918,3.7081,1.4131,1.3333,712.63,6.3976,25.545,7.0521,1.0579,66.8148,3.877,122.8,1150.4,0.3044,4.2615,36.2749,16.5856,0.6516,8.6903,0.3845,3.372,47.069,4.0304,3.64,66.737,3.75,1.4131,14.4417,8.7305,1.0311,35.881,6.4035,3.6725,1.5006,1.0,29.581
5640,1-Dec-15,108.2598,0.7264,0.0918,3.8506,1.4095,1.3372,711.2,6.3986,25.493,7.0379,1.06,66.518,3.879,123.15,1157.7,0.3044,4.238,36.2749,16.5104,0.6603,8.6807,0.3845,3.374,47.168,4.0248,3.64,66.2584,3.75,1.4095,14.4369,8.6938,1.0288,35.823,6.3654,3.6725,1.5078,1.0,29.571
5641,2-Dec-15,108.3872,0.7306,0.0923,3.8745,1.4067,1.336,707.15,6.3986,25.492,7.029,1.0612,66.6158,3.879,122.92,1158.1,0.3044,4.2255,36.2339,16.5933,0.6669,8.6134,0.3845,3.369,47.153,4.0305,3.64,66.7402,3.75,1.4067,14.3294,8.6938,1.0264,35.789,6.3898,3.6725,1.5033,1.0,29.573
5642,3-Dec-15,107.2639,0.7315,0.0924,3.8545,1.4126,1.3394,703.47,6.3977,25.326,6.9894,1.0671,66.745,3.887,123.29,1159.3,0.3044,4.251,36.2643,16.7095,0.6633,8.5971,0.3845,3.366,47.152,4.04,3.64,67.7691,3.75,1.4126,14.33895,8.7025,1.024,35.874,6.3884,3.6725,1.4933,1.0,29.587
5643,4-Dec-15,107.2544,0.7322,0.0923,3.797,1.3969,1.3365,701.56,6.3981,24.802,6.8431,1.0902,66.8365,3.857,122.6,1167.4,0.3044,4.2155,36.1864,16.6757,0.6676,8.4842,0.3845,3.366,47.155,3.9607,3.64,67.6698,3.75,1.3969,14.43935,8.5183,0.9995,35.799,6.3788,3.6725,1.5116,1.0,29.587
5644,7-Dec-15,107.5376,0.7332,0.0921,3.7575,1.4003,1.3508,701.56,6.4083,24.997,6.9023,1.0809,66.6263,3.855,123.28,1156.8,0.30365,4.2065,36.1403,16.9044,0.6715,8.6285,0.3845,3.371,47.081,3.9853,3.64,68.5156,3.75,1.4003,14.47205,8.5118,1.0015,35.799,6.3847,3.6725,1.5063,1.0,29.582
5645,8-Dec-15,107.2308,0.7229,0.0916,3.7476,1.4084,1.3593,701.56,6.4182,24.841,6.8604,1.0875,66.7983,3.878,123.14,1166.4,0.30365,4.2645,36.0886,17.0164,0.664,8.7977,0.3845,3.371,47.112,3.9877,3.64,69.3026,3.75,1.4084,14.6265,8.5144,0.9974,35.898,6.3986,3.6725,1.5,1.0,29.634
5646,9-Dec-15,106.9005,0.722,0.0919,3.7921,1.4054,1.3595,706.34,6.4248,24.688,6.8192,1.0941,66.75,3.885,122.98,1176.0,0.30355,4.2655,36.1341,17.016,0.6637,8.7168,0.3845,3.368,47.167,3.9705,3.64,69.2,3.75,1.4054,14.54645,8.4762,0.9917,35.935,6.4127,3.6725,1.5072,1.0,29.64
5647,10-Dec-15,106.9288,0.7285,0.09,3.758,1.4036,1.3599,704.7,6.4367,24.69,6.818,1.0943,66.7905,3.867,121.61,1178.2,0.3031,4.2585,36.101,17.075,0.6776,8.6238,0.3845,3.368,47.153,3.9601,3.64,69.2151,3.75,1.4036,15.2385,8.4279,0.9862,35.935,6.4239,3.6725,1.5176,1.0,29.64
5648,11-Dec-15,107.0279,0.7246,0.0882,3.7685,1.4067,1.3696,703.54,6.4551,24.676,6.8136,1.095,66.786,3.86,121.92,1177.5,0.3031,4.2785,36.0643,17.3592,0.6742,8.711,0.3845,3.374,47.182,3.9718,3.64,69.1755,3.75,1.4067,15.8761,8.4979,0.987,36.033,6.4286,3.6725,1.515,1.0,29.751
5649,14-Dec-15,106.9099,0.7196,0.0897,3.8548,1.4117,1.3733,707.11,6.4583,24.62,6.7932,1.0983,66.994,3.856,120.92,1179.7,0.3032,4.3185,36.0349,17.3776,0.6709,8.713,0.3845,3.377,47.229,3.9695,3.64,70.2244,3.75,1.4117,15.27555,8.512,0.9824,36.096,6.417,3.6725,1.512,1.0,29.79
5650,15-Dec-15,106.9807,0.725,0.0909,3.9023,1.4101,1.3728,711.52,6.4611,24.57,6.7893,1.099,67.0435,3.859,121.12,1186.1,0.30305,4.328,36.0555,17.1529,0.678,8.6392,0.3845,3.368,47.339,3.9523,3.64,70.8295,3.75,1.4101,14.9839,8.442,0.9846,36.07,6.4043,3.6725,1.5156,1.0,29.787
5651,16-Dec-15,107.1223,0.7204,0.0904,3.8703,1.4064,1.3805,709.82,6.4706,24.726,6.8249,1.0933,66.8468,3.878,121.88,1182.9,0.30345,4.309,36.0871,17.136,0.6756,8.7401,0.3845,3.366,47.38,3.9644,3.64,70.4012,3.75,1.4064,14.9839,8.4921,0.9898,35.987,6.384,3.6725,1.5025,1.0,29.795
5652,17-Dec-15,107.4197,0.7182,0.0905,3.9357,1.4165,1.397,709.23,6.482,24.935,6.8824,1.0841,66.6488,3.895,122.5,1178.2,0.30375,4.3325,36.0899,17.1,0.6762,8.7732,0.3845,3.37,47.324,3.9646,3.64,70.5806,3.75,1.4165,14.97455,8.536,0.9974,36.068,6.3913,3.6725,1.4916,1.0,29.787
5653,18-Dec-15,107.4951,0.7134,0.0904,3.8929,1.4186,1.3882,708.5,6.4813,24.947,6.8857,1.0836,66.4235,3.896,122.5,1178.9,0.30375,4.3185,36.0757,17.0139,0.6689,8.7671,0.3845,3.379,47.305,3.9558,3.64,71.3215,3.75,1.4186,15.07795,8.5499,0.9945,36.16,6.4032,3.6725,1.4918,1.0,29.757
5654,21-Dec-15,107.2544,0.7162,0.0903,3.9062,1.4116,1.399,702.7,6.4809,24.862,6.8638,1.087,66.324,3.9,121.25,1184.3,0.30365,4.307,36.0836,17.1034,0.6725,8.7935,0.3845,3.383,47.435,3.92,3.64,71.2553,3.75,1.4116,15.0776,8.5592,0.9948,36.147,6.3937,3.6725,1.4898,1.0,29.757
5655,22-Dec-15,107.0373,0.7222,0.0902,3.9831,1.4071,1.3929,694.37,6.4783,24.679,6.8129,1.0952,66.2985,3.905,121.25,1178.2,0.30355,4.2985,36.0566,17.1847,0.6782,8.7135,0.3845,3.391,47.302,3.8787,3.64,71.1211,3.75,1.4071,15.1353,8.4926,0.9902,36.091,6.4194,3.6725,1.4873,1.0,29.73
5656,23-Dec-15,107.1883,0.7233,0.09,3.977,1.4052,1.386,693.72,6.4765,24.762,6.8356,1.0916,66.202,3.895,121.25,1176.1,0.30355,4.3085,36.0123,17.1953,0.6814,8.7276,0.3845,3.398,47.298,3.8872,3.64,70.9333,3.75,1.4052,15.2453,8.4513,0.9886,36.066,6.4215,3.6725,1.4888,1.0,29.739
5657,24-Dec-15,107.075,0.7255,0.0902,3.9632,1.4056,1.3845,696.26,6.4783,24.762,6.8356,1.0947,66.202,3.892,120.9,1171.7,0.30355,4.3085,35.9507,17.276,0.6797,8.7276,0.3845,3.39,47.298,3.8695,3.64,69.5165,3.75,1.4056,15.2328,8.4513,0.9863,36.098,6.4235,3.6725,1.4921,1.0,29.713
5658,28-Dec-15,106.924,0.7255,0.0902,3.9524,1.406,1.3845,700.77,6.4869,24.645,6.8082,1.0962,66.138,3.886,120.44,1171.0,0.3033,4.304,35.9507,17.271,0.6797,8.701,0.3845,3.39,47.275,3.8663,3.64,70.7865,3.75,1.406,15.23555,8.394,0.9873,36.092,6.412,3.6725,1.4921,1.0,29.741
5659,29-Dec-15,107.1836,0.7263,0.0898,3.9186,1.4099,1.385,704.42,6.4874,24.679,6.8142,1.0952,66.37,3.883,120.33,1165.0,0.3033,4.2925,35.9507,17.2065,0.6861,8.6847,0.3845,3.404,47.166,3.8659,3.64,72.5066,3.75,1.4099,15.29025,8.3459,0.9886,36.114,6.4251,3.6725,1.4824,1.0,29.868
5660,30-Dec-15,107.1411,0.7288,0.0894,3.8492,1.4145,1.3884,707.34,6.4902,24.728,6.83,1.0926,66.4243,3.896,120.5,1167.7,0.3035,4.29,35.8931,17.3398,0.6864,8.801,0.3845,3.407,47.166,3.8801,3.64,72.8827,3.75,1.4145,15.4204,8.3524,0.9905,36.114,6.4218,3.6725,1.481,1.0,29.873
5661,31-Dec-15,107.1317,0.7306,0.0889,3.9048,1.4139,1.384,707.34,6.4915,24.824,6.83,1.0887,66.326,3.902,120.5,1172.0,0.3035,4.292,35.884,17.2487,0.6848,8.809,0.3845,3.408,47.166,3.9011,3.64,72.9299,3.75,1.4139,15.545,8.3524,0.9921,36.114,6.4208,3.6725,1.4819,1.0,29.873
5662,4-Jan-16,107.396,0.7223,0.089,3.9048,1.4233,1.3969,710.16,6.5126,24.794,6.8471,1.0898,66.4623,3.913,119.51,1172.0,0.3036,4.3235,35.9507,17.3529,0.6848,8.8525,0.3845,3.408,47.118,3.9281,3.64,72.9299,3.75,1.4233,15.5422,8.4089,0.9986,36.162,6.4208,3.6725,1.477,1.0,29.873
5663,5-Jan-16,107.8256,0.721,0.0886,4.0387,1.4247,1.3993,716.94,6.5196,25.145,6.9426,1.0746,66.5418,3.928,119.52,1184.3,0.30375,4.3425,35.9507,17.3456,0.675,8.9224,0.3845,3.415,47.125,4.0073,3.64,72.9299,3.75,1.4247,15.5422,8.5117,1.01,36.126,6.4212,3.6725,1.4669,1.0,30.189
5664,6-Jan-16,107.8208,0.7123,0.0879,4.0114,1.4314,1.4084,715.08,6.5523,25.196,6.945,1.0742,66.7165,3.941,118.5,1187.7,0.30395,4.3695,35.9784,17.4411,0.6693,8.9578,0.3845,3.415,47.045,4.0073,3.64,72.9299,3.75,1.4314,15.81435,8.5117,1.0087,36.217,6.4242,3.6725,1.4663,1.0,30.189
5665,7-Jan-16,107.4197,0.7041,0.0874,4.0303,1.436,1.4061,715.08,6.5937,24.873,6.8638,1.0868,66.9115,3.937,118.0,1193.9,0.3037,4.414,36.0683,17.6568,0.6644,8.923,0.3845,3.415,46.95,4.0085,3.64,72.9299,3.75,1.436,16.09965,8.5854,1.0003,36.3,6.4279,3.6725,1.4566,1.0,30.189
5666,8-Jan-16,107.547,0.7061,0.0877,4.0475,1.4337,1.4151,721.31,6.5888,24.873,6.8684,1.0861,66.669,3.922,118.3,1199.7,0.3037,4.3705,36.1337,17.9283,0.663,8.9135,0.3845,3.425,47.07,3.9963,3.64,72.9299,3.75,1.4337,15.98135,8.4973,0.9992,36.235,6.4077,3.6725,1.4602,1.0,30.475
5667,11-Jan-16,107.3016,0.6976,0.0861,4.025,1.4379,1.4205,723.31,6.5848,24.815,6.8519,1.0888,66.7885,3.929,118.3,1196.2,0.3034,4.3985,36.1705,17.9304,0.653,8.8878,0.3845,3.424,47.019,4.0085,3.64,75.9507,3.75,1.4379,16.58575,8.5146,0.9962,36.3,6.4313,3.6725,1.4568,1.0,30.599
5668,12-Jan-16,107.5282,0.698,0.0859,4.0153,1.4389,1.4291,729.78,6.5766,24.937,6.8856,1.0836,66.8905,3.942,117.79,1208.6,0.3035,4.404,36.1222,17.9119,0.6559,8.8952,0.3845,3.423,47.271,4.017,3.64,76.6041,3.75,1.4389,16.63245,8.5207,1.0,36.311,6.4086,3.6725,1.4432,1.0,30.678
5669,13-Jan-16,107.5659,0.7033,0.0862,4.0299,1.4349,1.4294,730.28,6.5769,24.983,6.8985,1.0816,66.8394,3.943,118.23,1208.5,0.30375,4.3945,36.1306,17.85,0.6557,8.8376,0.3845,3.42,47.325,4.0068,3.64,76.4275,3.75,1.4349,16.4737,8.5406,1.0075,36.267,6.3955,3.6725,1.4392,1.0,30.693
5670,14-Jan-16,107.3441,0.693,0.0861,3.9863,1.4388,1.4373,726.57,6.5883,24.804,6.8506,1.0893,67.095,3.944,117.38,1206.4,0.30355,4.393,36.1179,17.9121,0.6473,8.8195,0.3845,3.422,47.457,3.999,3.64,76.523,3.75,1.4388,16.57,8.5215,1.0019,36.31,6.4186,3.6725,1.4384,1.0,30.679
5671,15-Jan-16,107.2544,0.6948,0.0859,4.0223,1.4394,1.4528,725.98,6.587,24.756,6.8381,1.0914,67.4325,3.943,118.14,1212.7,0.30355,4.3775,36.1176,18.2108,0.6476,8.8038,0.3845,3.428,47.679,4.0411,3.64,76.565,3.75,1.4394,16.66005,8.5424,1.0042,36.312,6.4241,3.6725,1.4352,1.0,30.77
5672,19-Jan-16,107.4385,0.6875,0.0858,4.0364,1.4382,1.4514,730.2,6.5795,24.865,6.8668,1.0868,67.563,3.953,117.58,1212.7,0.30365,4.389,36.0782,18.1947,0.645,8.8525,0.3845,3.43,47.75,4.0917,3.64,78.4862,3.75,1.4382,16.64475,8.5628,1.0063,36.285,6.4152,3.6725,1.4302,1.0,30.831
5673,20-Jan-16,107.3252,0.6867,0.0855,4.0303,1.4386,1.4589,726.19,6.5793,24.789,6.8431,1.0907,67.9774,3.983,117.0,1209.9,0.30325,4.3795,36.0222,18.608,0.6369,8.8613,0.3845,3.441,47.673,4.0877,3.64,79.4614,3.75,1.4386,16.77085,8.5321,1.0027,36.297,6.4298,3.6725,1.4157,1.0,30.941
5674,21-Jan-16,107.7594,0.6905,0.0858,4.0861,1.4389,1.4243,729.22,6.5794,24.844,6.8512,1.0893,68.06,3.972,117.25,1211.6,0.30315,4.376,36.0222,18.5084,0.6459,8.9078,0.3845,3.445,47.782,4.1303,3.64,83.5913,3.75,1.4389,16.65345,8.5776,1.0055,36.267,6.4445,3.6725,1.4119,1.0,31.005
5675,22-Jan-16,107.6132,0.7006,0.0863,4.1558,1.4327,1.4151,726.63,6.5796,25.002,6.9042,1.0808,67.748,3.971,117.8,1209.9,0.30315,4.337,36.0711,18.428,0.6527,8.7606,0.3845,3.445,47.868,4.1031,3.64,80.5714,3.75,1.4327,16.44595,8.5776,1.0122,36.137,6.4456,3.6725,1.4292,1.0,31.005
5676,25-Jan-16,107.5753,0.7025,0.0862,4.1232,1.4275,1.4252,715.63,6.5792,24.98,6.9,1.0815,67.6428,3.982,118.6,1203.2,0.3031,4.337,36.1371,18.5352,0.6527,8.7457,0.3845,3.454,47.857,4.1346,3.64,77.7965,3.75,1.4275,16.45555,8.5713,1.0145,35.975,6.4541,3.6725,1.4235,1.0,31.002
5677,26-Jan-16,107.5707,0.7025,0.0862,4.1002,1.4304,1.4062,717.46,6.5797,24.928,6.8859,1.0837,67.6428,3.976,118.14,1194.4,0.303,4.2915,36.148,18.4715,0.6447,8.7532,0.3845,3.465,47.813,4.1475,3.64,81.8394,3.75,1.4304,16.47535,8.5683,1.0162,35.973,6.4424,3.6725,1.4235,1.0,31.014
5678,27-Jan-16,107.3158,0.7021,0.0866,4.0967,1.4281,1.4043,720.14,6.5795,24.82,6.8539,1.0888,67.9803,3.972,118.27,1201.4,0.3029,4.2615,36.1242,18.453,0.65,8.68,0.3845,3.463,47.987,4.1144,3.64,78.9969,3.75,1.4281,16.38115,8.5354,1.0156,35.832,6.4533,3.6725,1.4308,1.0,30.958
