,Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Indian rupee   (INR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     
0,3-Jan-94,,,,326.095,,,,,,6.7745,,31.37,,,807.2,0.29852,2.6871,,,,7.5135,0.3845,,,,3.64,,3.745,1.6083,3.4,8.363,1.479,,5.834,3.671,,1.0,
1,4-Jan-94,,0.6873,,331.21,,1.3174,,,,6.802,,31.37,,113.1,808.1,0.29869,2.6365,,,,7.539,0.3845,,,,3.64,,3.745,1.6128,3.4,8.3685,1.487,25.58,5.82041,3.671,1.482,1.0,
2,5-Jan-94,,0.687,,336.47,,1.318,,,,6.7625,,31.37,,113.2,809.0,0.29869,2.621,,,0.5607,7.5015,0.3845,,,,3.64,,3.745,1.6063,3.4,8.2435,1.479,25.56,5.82987,3.671,1.4862,1.0,
3,6-Jan-94,,0.6857,,341.81,,1.3211,,,,6.764,,31.37,,112.8,811.3,0.29869,2.627,,,0.5587,7.4995,0.3845,,,,3.64,,3.745,1.5959,3.4,8.2435,1.475,25.57,5.82018,3.671,1.4843,1.0,
4,7-Jan-94,,0.6857,,347.225,,1.3234,,,,6.77,,31.37,,112.55,813.0,0.29869,2.6243,,,0.557,7.504,0.3845,,,,3.64,,3.745,1.5968,3.4,8.209,1.4805,25.55,5.80606,3.671,1.4836,1.0,
5,10-Jan-94,,0.6849,,352.725,,1.3173,,,,6.7295,,31.37,,111.75,813.4,0.2981,2.644,,,0.5584,7.4735,0.3845,,,,3.64,,3.745,1.5963,3.4,8.209,1.467,25.51,5.80183,3.671,1.4925,1.0,
6,11-Jan-94,,0.6904,,358.3,,1.3217,,,,6.75,,31.37,,112.4,812.0,0.29823,2.6895,,,0.5597,7.5175,0.3845,,,,3.64,,3.745,1.5995,3.4,8.1995,1.4755,25.54,5.79277,3.671,1.4895,1.0,
7,12-Jan-94,,0.6894,,363.97,,1.3207,,,,6.743,,31.37,,112.2,811.7,0.29823,2.7225,,,0.5593,7.5055,0.3845,,,,3.64,,3.745,1.6045,3.4,8.1995,1.4685,25.55,5.79812,3.671,1.497,1.0,
8,13-Jan-94,,0.6905,,369.73,,1.3211,,,,6.7345,,31.37,,112.3,811.3,0.29823,2.723,,,0.5583,7.507,0.3845,,,,3.64,,3.745,1.6027,3.4,8.1752,1.462,25.55,5.79484,3.671,1.4987,1.0,
9,14-Jan-94,,0.6892,,381.525,,1.3205,,,,6.778,,31.37,,111.7,811.0,0.29823,2.726,,,0.558,7.5445,0.3845,,,,3.64,,3.745,1.6066,3.41,8.1715,1.4822,25.55,5.79891,3.671,1.492,1.0,
10,17-Jan-94,,0.6897,,387.56,,1.3197,,,,6.7885,,31.37,,111.3,811.5,0.29811,2.7305,,,0.5577,7.55,0.3845,,,,3.64,,3.745,1.6073,3.41,8.1845,1.4791,25.54,5.81769,3.671,1.4935,1.0,
11,18-Jan-94,,0.6968,,387.545,,1.3157,,,,6.7955,,31.37,,110.9,812.3,0.29811,2.721,,,0.5608,7.5365,0.3845,,,,3.64,,3.745,1.6076,3.42,8.1195,1.471,25.53,5.80274,3.671,1.4955,1.0,
12,19-Jan-94,,0.6998,,393.905,,1.3107,,,,6.773,,31.37,,111.0,812.0,0.29811,2.7235,,,0.5649,7.504,0.3845,,,,3.64,,3.745,1.608,3.41,8.096,1.4617,25.52,5.83489,3.671,1.4912,1.0,
13,20-Jan-94,,0.701,,400.38,,1.3102,,,,6.7895,,31.37,,111.4,810.6,0.29811,2.738,,,0.5653,7.521,0.3845,,,,3.64,,3.745,1.6093,3.41,8.135,1.4682,25.53,5.79823,3.671,1.4922,1.0,
14,21-Jan-94,,0.7022,,406.975,,1.3112,,,,6.7635,,31.37,,111.25,810.5,0.29811,2.736,,,0.5644,7.4905,0.3845,,,,3.64,,3.745,1.6057,3.41,8.0435,1.4547,25.52,5.79806,3.671,1.501,1.0,
15,24-Jan-94,,0.7016,,413.685,,1.3109,,,,6.8105,,31.37,,112.2,810.2,0.29826,2.769,,,0.565,7.5395,0.3845,,,,3.64,,3.745,1.609,3.42,8.0765,1.4688,25.55,5.81615,3.671,1.4936,1.0,
16,25-Jan-94,,0.7084,,420.51,,1.3116,,,,6.7985,,31.37,,111.65,809.4,0.29812,2.766,,,0.5684,7.526,0.3845,,,,3.64,,3.745,1.6035,3.42,8.041,1.473,25.54,5.8157,3.671,1.4927,1.0,
17,26-Jan-94,,0.7084,,427.72,,1.3131,,,,6.786,,31.37,,110.3,809.1,0.29792,2.7535,,,0.5686,7.5035,0.3845,,,,3.64,,3.745,1.5995,3.42,7.9619,1.4716,25.5,5.80296,3.671,1.4963,1.0,
18,27-Jan-94,,0.7088,,435.04,,1.3116,,,,6.7835,,31.37,,109.6,808.7,0.29772,2.7585,,,0.5688,7.5065,0.3845,,,,3.64,,3.745,1.5977,3.42,7.984,1.47,25.47,5.82181,3.671,1.4942,1.0,
19,28-Jan-94,,0.7075,,442.49,,1.3241,,,,6.7395,,31.37,,108.7,808.4,0.29772,2.7505,,,0.5671,7.4615,0.3845,,,,3.64,,3.745,1.5943,3.41,7.945,1.464,25.43,5.80804,3.671,1.4995,1.0,
20,31-Jan-94,,0.7112,,450.085,,1.3273,417.73,8.7,,6.7575,,31.37,,109.9,808.1,0.29772,2.7598,,3.105,0.5693,7.484,0.3845,,27.724,21692.0,3.64,,3.745,1.5958,3.42,7.9415,1.4635,25.48,5.81931,3.671,1.4981,1.0,
21,1-Feb-94,,0.7133,,458.65,,1.3305,417.73,8.7,,6.7335,,31.37,,108.2,808.8,0.29723,2.7598,,3.105,0.5713,7.4505,0.3845,,27.724,21692.0,3.64,,3.745,1.5918,3.41,7.894,1.4535,25.42,5.80796,3.671,1.504,1.0,
22,2-Feb-94,,0.7134,,467.363,,1.3275,417.73,8.7,,6.7215,,31.37,,108.3,807.9,0.29723,2.7703,,3.105,0.5724,7.4425,0.3845,,27.724,21692.0,3.64,,3.745,1.5881,3.41,7.8935,1.449,25.42,5.82957,3.671,1.4977,1.0,
23,3-Feb-94,,0.7151,,476.244,,1.3274,417.73,8.7,,6.7495,,31.37,,108.35,807.7,0.29723,2.7687,,3.105,0.5715,7.4695,0.3845,,27.724,21692.0,3.64,,3.745,1.5876,3.42,7.9125,1.4575,25.43,5.88209,3.671,1.4965,1.0,
24,4-Feb-94,,0.7145,,485.296,,1.3342,417.73,8.7,,6.7625,,31.37,,108.5,807.6,0.29723,2.768,,3.105,0.5706,7.4825,0.3845,,27.724,21692.0,3.64,,3.745,1.5876,3.42,7.883,1.455,25.43,5.86834,3.671,1.489,1.0,
25,7-Feb-94,,0.712,,494.445,,1.3416,417.73,8.7,,6.833,,31.37,,109.0,807.6,0.29753,2.765,,3.105,0.5707,7.5535,0.3845,,27.724,21692.0,3.64,,3.745,1.5911,3.43,7.97,1.47,25.47,5.86897,3.671,1.482,1.0,
26,8-Feb-94,,0.7184,,503.755,,1.342,417.73,8.7,,6.8295,,31.37,,108.5,808.7,0.29732,2.7598,,3.105,0.5734,7.5495,0.3845,,27.724,21692.0,3.64,,3.745,1.5887,3.44,7.97,1.4715,25.45,5.84646,3.671,1.476,1.0,
27,9-Feb-94,,0.7183,,513.244,,1.3443,417.73,8.7,,6.848,,31.37,,108.0,808.7,0.29743,2.758,,3.105,0.5755,7.5705,0.3845,,27.724,21692.0,3.64,,3.745,1.588,3.44,8.07,1.478,25.46,5.84506,3.671,1.461,1.0,
28,10-Feb-94,,0.7208,,522.931,,1.3416,417.73,8.7,,6.858,,31.37,,108.2,808.7,0.29727,2.758,,3.105,0.5769,7.5875,0.3845,,27.724,21692.0,3.64,,3.745,1.588,3.45,8.053,1.4835,25.45,5.8454,3.671,1.4595,1.0,
29,11-Feb-94,,0.717,,532.659,,1.3428,417.73,8.7,,6.8505,,31.37,,108.2,808.7,0.29727,2.758,,3.105,0.5744,7.577,0.3845,,27.724,21692.0,3.64,,3.745,1.588,3.45,8.053,1.4799,25.44,5.85415,3.671,1.4615,1.0,
30,14-Feb-94,,0.7113,,532.659,,1.3534,417.73,8.7,,6.827,,31.37,,106.2,811.0,0.29685,2.7531,,3.105,0.5728,7.5535,0.3845,,27.724,21692.0,3.64,,3.745,1.5843,3.44,8.0605,1.468,25.39,5.85415,3.671,1.4675,1.0,
31,15-Feb-94,,0.7081,,532.659,,1.3543,417.73,8.7,,6.776,,31.37,,102.2,812.4,0.29578,2.7665,,3.105,0.5718,7.5015,0.3845,,27.724,21692.0,3.64,,3.745,1.5816,3.44,8.029,1.4575,25.24,5.85415,3.671,1.4732,1.0,
32,16-Feb-94,,0.712,,542.567,,1.3507,417.73,8.7,,6.768,,31.37,,103.65,810.8,0.29648,2.7925,,3.105,0.5742,7.474,0.3845,,27.724,21692.0,3.64,,3.745,1.5947,3.45,8.029,1.4535,25.3,5.84619,3.671,1.4756,1.0,
33,17-Feb-94,,0.7134,,552.662,,1.3403,417.73,8.7,,6.737,,31.37,,103.65,811.0,0.29648,2.7855,,3.105,0.5753,7.464,0.3845,,27.724,21692.0,3.64,,3.745,1.5912,3.45,8.0075,1.4555,25.3,5.83178,3.671,1.477,1.0,
34,18-Feb-94,,0.7143,,573.424,,1.3384,417.73,8.7,,6.716,,31.37,,104.5,810.5,0.29648,2.77,,3.105,0.5763,7.4355,0.3845,,27.724,21692.0,3.64,,3.745,1.588,3.45,7.958,1.451,25.3,5.80639,3.671,1.4793,1.0,
35,21-Feb-94,,0.711,,584.112,,1.3397,417.73,8.7,,6.7275,,31.37,,105.1,810.1,0.29665,2.7845,,3.105,0.5726,7.453,0.3845,,27.724,21692.0,3.64,,3.745,1.5883,3.46,7.949,1.4555,25.32,5.81281,3.671,1.4745,1.0,
36,22-Feb-94,,0.7186,,584.102,,1.3429,417.73,8.7,,6.765,,31.37,,106.0,809.4,0.29758,2.783,,3.105,0.5775,7.4895,0.3845,,27.724,21692.0,3.64,,3.745,1.5925,3.48,7.957,1.4555,25.37,5.80739,3.671,1.4757,1.0,
37,23-Feb-94,,0.722,,594.632,,1.3397,417.73,8.7,,6.739,,31.37,,105.0,809.3,0.29734,2.7645,,3.105,0.5789,7.4665,0.3845,,27.717,21692.0,3.64,,3.745,1.5865,3.53,7.944,1.455,25.34,5.83501,3.671,1.4768,1.0,
38,24-Feb-94,,0.728,,605.398,,1.3471,417.73,8.7,,6.7705,,31.37,,105.6,808.3,0.29764,2.7365,,3.105,0.5804,7.495,0.3845,,27.717,21692.0,3.64,,3.745,1.5845,3.48,7.9735,1.456,25.35,5.83251,3.671,1.4773,1.0,
39,25-Feb-94,,0.7225,,616.407,,1.3513,417.73,8.7,,6.732,,31.37,,104.9,808.1,0.29764,2.7275,,3.105,0.577,7.449,0.3845,,27.717,21692.0,3.64,,3.745,1.5858,3.47,8.0015,1.436,25.35,5.81699,3.671,1.481,1.0,
40,28-Feb-94,,0.7178,,627.678,,1.352,416.59,8.7046,,6.717,,31.37,,104.15,808.0,0.29695,2.7278,,3.18,0.5772,7.433,0.3845,,27.717,21952.0,3.64,,3.745,1.5829,3.47,8.017,1.4295,25.29,5.81985,3.671,1.487,1.0,
41,1-Mar-94,,0.715,,637.25,,1.3502,416.59,8.7046,,6.6655,,31.37,,104.8,808.0,0.29713,2.7245,,3.18,0.5765,7.389,0.3845,,27.717,21952.0,3.64,,3.745,1.5821,3.45,7.9715,1.43,25.3,5.81291,3.671,1.4896,1.0,
42,2-Mar-94,,0.7085,,647.289,,1.353,416.59,8.7046,,6.6755,,31.37,,104.4,808.6,0.29713,2.7255,,3.18,0.575,7.3885,0.3845,,27.717,21952.0,3.64,,3.745,1.5838,3.46,8.024,1.429,25.3,5.81247,3.671,1.4952,1.0,
43,3-Mar-94,,0.7084,,657.312,,1.3559,416.59,8.7046,,6.6855,,31.39,,104.0,807.1,0.29701,2.723,,3.18,0.5711,7.4125,0.3845,,27.717,21952.0,3.64,,3.745,1.5809,3.47,8.024,1.436,25.28,5.79165,3.671,1.4912,1.0,
44,4-Mar-94,,0.7084,,667.494,,1.3573,416.59,8.7046,,6.697,,31.4,,105.0,807.4,0.29701,2.723,,3.18,0.5719,7.427,0.3845,,27.717,21952.0,3.64,,3.745,1.5829,3.48,8.024,1.4385,25.27,5.79037,3.671,1.4913,1.0,
45,7-Mar-94,,0.72,,677.85,,1.3569,416.59,8.7046,,6.725,,31.38,,105.7,807.0,0.29812,2.7285,,3.18,0.5753,7.457,0.3845,,27.717,21952.0,3.64,,3.745,1.5854,3.49,8.0225,1.443,25.32,5.80583,3.671,1.4885,1.0,
46,8-Mar-94,,0.7187,,688.341,,1.3569,416.59,8.7046,,6.698,,31.37,,105.5,807.3,0.29812,2.717,,3.18,0.5769,7.4405,0.3845,,27.717,21952.0,3.64,,3.745,1.5841,3.48,7.991,1.436,25.32,5.79657,3.671,1.4892,1.0,
47,9-Mar-94,,0.7143,,699.04,,1.3518,416.59,8.7046,,6.673,,31.37,,105.2,808.8,0.29785,2.7193,,3.18,0.5741,7.4125,0.3845,,27.717,21952.0,3.64,,3.745,1.583,3.47,8.001,1.436,25.31,5.79386,3.671,1.4912,1.0,
48,10-Mar-94,,0.7095,,709.875,,1.3576,416.59,8.7046,,6.6245,,31.37,,105.4,808.6,0.29773,2.7195,,3.18,0.5737,7.36,0.3845,,27.717,21952.0,3.64,,3.745,1.5841,3.44,7.95,1.427,25.31,5.79667,3.671,1.4995,1.0,
49,11-Mar-94,,0.7104,,720.882,,1.3617,416.59,8.7046,,6.5695,,31.37,,105.0,809.3,0.29773,2.7197,,3.18,0.5722,7.301,0.3845,,27.717,21952.0,3.64,,3.745,1.5841,3.43,7.877,1.4165,25.29,5.79136,3.671,1.4972,1.0,
50,14-Mar-94,,0.7181,,732.101,,1.3597,416.59,8.7046,,6.5855,,31.37,,105.5,806.4,0.29773,2.7197,,3.18,0.5758,7.317,0.3845,,27.717,21952.0,3.64,,3.745,1.5841,3.45,7.8595,1.4225,25.3,5.79136,3.671,1.495,1.0,
51,15-Mar-94,,0.7198,,743.666,,1.3639,416.59,8.7046,,6.618,,31.37,,106.3,807.0,0.29773,2.7197,,3.18,0.5764,7.3455,0.3845,,27.717,21952.0,3.64,,3.745,1.5858,3.45,7.887,1.4405,25.32,5.79274,3.671,1.4912,1.0,
52,16-Mar-94,,0.7198,,755.427,,1.3624,416.59,8.7046,,6.625,,31.37,,105.95,807.2,0.29773,2.724,,3.18,0.5773,7.3455,0.3845,,27.717,21952.0,3.64,,3.745,1.5868,3.45,7.878,1.44,25.32,5.79069,3.671,1.4863,1.0,
53,17-Mar-94,,0.7124,,767.392,,1.3657,416.59,8.7046,,6.602,,31.37,,105.7,806.5,0.29773,2.719,,3.18,0.5771,7.317,0.3845,,27.717,21952.0,3.64,,3.745,1.5834,3.43,7.8435,1.4345,25.31,5.78707,3.671,1.4925,1.0,
54,18-Mar-94,,0.7124,,779.536,,1.3692,416.59,8.7046,,6.625,,31.37,,105.85,806.3,0.29773,2.719,,3.18,0.573,7.3415,0.3845,,27.717,21952.0,3.64,,3.745,1.5835,3.45,7.846,1.4388,25.31,5.78406,3.671,1.4898,1.0,
55,21-Mar-94,,0.7124,,792.063,,1.364,416.59,8.7046,,6.6625,,31.37,,105.85,806.8,0.29795,2.719,,3.18,0.5718,7.3695,0.3845,,27.717,21952.0,3.64,,3.745,1.5844,3.45,7.893,1.439,25.33,5.80512,3.671,1.4828,1.0,
56,22-Mar-94,,0.7124,,805.442,,1.3663,416.59,8.7046,,6.6285,,31.37,,106.05,807.2,0.2978,2.7225,,3.18,0.5684,7.3335,0.3845,,27.717,21952.0,3.64,,3.745,1.5868,3.44,7.8655,1.428,25.31,5.77125,3.671,1.4868,1.0,
57,23-Mar-94,,0.7124,,819.695,,1.3641,416.59,8.7046,,6.6325,,31.37,,106.05,807.5,0.2978,2.7208,,3.18,0.5696,7.338,0.3845,,27.717,21952.0,3.64,,3.745,1.5854,3.45,7.8525,1.4323,25.31,5.78072,3.671,1.4871,1.0,
58,24-Mar-94,,0.7116,,834.225,,1.3726,416.59,8.7046,,6.6165,,31.37,,106.5,808.0,0.29767,2.7225,,3.18,0.5682,7.311,0.3845,,27.717,21952.0,3.64,,3.745,1.5858,3.44,7.881,1.428,25.32,5.80111,3.671,1.4929,1.0,
59,25-Mar-94,,0.7084,,849.02,,1.375,416.59,8.7046,,6.544,,31.37,,105.25,808.0,0.29767,2.7205,,3.18,0.5669,7.236,0.3845,,27.717,21952.0,3.64,,3.745,1.5811,3.44,7.823,1.4132,25.28,5.79387,3.671,1.4998,1.0,
60,28-Mar-94,,0.7113,,864.061,,1.3747,416.59,8.7046,,6.5805,,31.37,,104.75,809.0,0.29709,2.7115,,3.18,0.5688,7.2745,0.3845,,27.717,21952.0,3.64,,3.745,1.5793,3.45,7.8795,1.4255,25.26,5.82222,3.671,1.496,1.0,
61,29-Mar-94,,0.7089,,879.434,,1.3771,416.59,8.7046,,6.5695,,31.37,,103.8,808.8,0.29709,2.6832,,3.18,0.5687,7.263,0.3845,,27.717,21952.0,3.64,,3.745,1.5714,3.45,7.87,1.417,25.25,5.80533,3.671,1.4951,1.0,
62,30-Mar-94,,0.7029,,894.922,,1.3792,416.59,8.7046,,6.599,,31.37,,103.2,807.6,0.29695,2.6855,,3.18,0.5647,7.3005,0.3845,,27.717,21952.0,3.64,,3.745,1.5684,3.48,7.896,1.425,25.22,5.80791,3.671,1.4776,1.0,
63,31-Mar-94,,0.7008,,894.922,,1.3837,415.65,8.701,,6.599,,31.37,,103.15,806.5,0.29708,2.6735,,3.3578,0.5626,7.3005,0.3845,,27.565,22119.0,3.64,,3.745,1.5692,3.48,7.828,1.41,25.23,5.81347,3.671,1.4822,1.0,
64,1-Apr-94,,0.7008,,894.922,,1.3837,415.65,8.701,,6.599,,31.37,,103.0,807.2,0.29708,2.679,,3.3578,0.5624,7.3005,0.3845,,27.565,22119.0,3.64,,3.745,1.5692,3.48,7.828,1.41,25.22,5.81347,3.671,1.4822,1.0,
65,4-Apr-94,,0.7008,,913.335,,1.3953,415.65,8.701,,6.599,,31.37,,104.0,807.9,0.2976,2.6755,,3.3578,0.5624,7.3005,0.3845,,27.565,22119.0,3.64,,3.745,1.5726,3.48,7.828,1.41,25.28,5.81347,3.671,1.4822,1.0,
66,5-Apr-94,,0.7017,,930.892,,1.3842,415.65,8.701,,6.643,,31.37,,103.1,807.9,0.29737,2.6785,,3.3578,0.5624,7.35,0.3845,,27.565,22119.0,3.64,,3.745,1.5675,3.51,7.9265,1.424,25.25,5.82175,3.671,1.468,1.0,
67,6-Apr-94,,0.7049,,948.8,,1.3839,415.65,8.701,,6.709,,31.37,,104.45,809.8,0.29792,2.6938,,3.3578,0.566,7.426,0.3845,,27.565,22119.0,3.64,,3.745,1.5708,3.51,7.9615,1.4455,25.25,5.82718,3.671,1.4691,1.0,
68,7-Apr-94,,0.7049,,967.038,,1.3861,415.65,8.701,,6.6975,,31.37,,104.4,809.3,0.29792,2.685,,3.3578,0.5668,7.416,0.3845,,27.565,22119.0,3.64,,3.745,1.5704,3.54,7.8895,1.4464,25.31,5.83224,3.671,1.4698,1.0,
69,8-Apr-94,,0.7175,,985.625,,1.3817,415.65,8.701,,6.7095,,31.37,,105.05,809.2,0.29792,2.6855,,3.3578,0.5684,7.419,0.3845,,27.565,22119.0,3.64,,3.745,1.5707,3.55,7.894,1.445,25.32,5.84312,3.671,1.4764,1.0,
70,11-Apr-94,,0.7212,,1004.55,,1.3881,415.65,8.701,,6.6815,,31.37,,104.55,811.1,0.29792,2.679,,3.3578,0.5698,7.3905,0.3845,,27.565,22119.0,3.64,,3.745,1.5662,3.59,7.8665,1.438,25.3,5.87179,3.671,1.4755,1.0,
71,12-Apr-94,,0.7206,,1023.85,,1.3793,415.65,8.701,,6.7215,,31.37,,103.35,810.3,0.29765,2.6857,,3.3578,0.5684,7.4325,0.3845,,27.565,22119.0,3.64,,3.745,1.5633,3.6,7.8955,1.4495,25.3,5.87295,3.671,1.4692,1.0,
72,13-Apr-94,,0.7206,,1043.51,,1.3759,415.65,8.701,,6.7185,,31.37,,103.7,810.3,0.29777,2.6925,,3.3578,0.5678,7.433,0.3845,,27.565,22119.0,3.64,,3.745,1.5638,3.6,7.9,1.4455,25.3,5.88553,3.671,1.474,1.0,
73,14-Apr-94,,0.7206,,1063.57,,1.3795,415.65,8.701,,6.699,,31.37,,103.2,809.4,0.29761,2.6913,,3.3578,0.5665,7.417,0.3845,,27.565,22119.0,3.64,,3.745,1.5621,3.6,7.9385,1.4413,25.3,5.91544,3.671,1.4739,1.0,
74,15-Apr-94,,0.7265,,1084.02,,1.385,415.65,8.701,,6.71,,31.37,,104.25,809.2,0.29761,2.6875,,3.3578,0.5689,7.4215,0.3845,,27.565,22119.0,3.64,,3.745,1.5618,3.64,7.915,1.4492,25.28,5.92629,3.671,1.4741,1.0,
75,18-Apr-94,,0.7236,,1104.86,,1.3885,415.65,8.701,,6.7045,,31.37,,103.25,809.2,0.29771,2.6905,,3.3578,0.5689,7.4145,0.3845,,27.565,22119.0,3.64,,3.745,1.5592,3.64,7.8935,1.453,25.26,5.91117,3.671,1.4726,1.0,
76,19-Apr-94,,0.7178,,1126.07,,1.3859,415.65,8.701,,6.699,,31.37,,103.1,809.0,0.29753,2.6903,,3.3578,0.5673,7.4105,0.3845,,27.565,22119.0,3.64,,3.745,1.5581,3.55,7.914,1.4425,25.25,5.92816,3.671,1.4776,1.0,
77,20-Apr-94,,0.7162,,1147.71,,1.3856,415.65,8.701,,6.667,,31.37,,103.3,808.4,0.29753,2.684,,3.3578,0.5669,7.372,0.3845,,27.565,22119.0,3.64,,3.745,1.5582,3.61,7.914,1.4427,25.25,5.93092,3.671,1.4824,1.0,
78,21-Apr-94,,0.7136,,1147.71,,1.3808,415.65,8.701,,6.6195,,31.37,,102.85,807.4,0.29719,2.6873,,3.3578,0.5675,7.324,0.3845,,27.565,22119.0,3.64,,3.745,1.558,3.6,7.914,1.4326,25.22,5.91193,3.671,1.4953,1.0,
79,22-Apr-94,,0.7186,,1169.69,,1.3783,415.65,8.701,,6.631,,31.37,,103.68,807.4,0.29719,2.6878,,3.3578,0.5735,7.339,0.3845,,27.565,22119.0,3.64,,3.745,1.5593,3.61,7.914,1.4375,25.24,5.91403,3.671,1.4889,1.0,
80,25-Apr-94,,0.7186,,1191.82,,1.3813,415.65,8.701,,6.5975,,31.37,,102.95,807.2,0.29719,2.6885,,3.3578,0.5735,7.298,0.3845,,27.565,22119.0,3.64,,3.745,1.5575,3.61,7.914,1.4305,25.22,5.93087,3.671,1.4935,1.0,
81,26-Apr-94,,0.7177,,1213.81,,1.3731,415.65,8.701,,6.61,,31.37,,103.15,807.4,0.29719,2.69,,3.3578,0.5735,7.31,0.3845,,27.565,22119.0,3.64,,3.745,1.5571,3.59,7.856,1.4387,25.23,5.92656,3.671,1.491,1.0,
82,27-Apr-94,,0.7164,,1235.73,,1.375,415.65,8.701,,6.5885,,31.37,,102.7,807.2,0.29694,2.6945,,3.3578,0.5734,7.2755,0.3845,,27.535,22119.0,3.64,,3.745,1.5558,3.59,7.8245,1.4292,25.21,5.93084,3.671,1.5058,1.0,
83,28-Apr-94,,0.7137,,1258.02,,1.3803,415.65,8.701,,6.579,,31.38,,102.5,807.0,0.29683,2.6915,,3.3578,0.5739,7.2715,0.3845,,27.535,22119.0,3.64,,3.745,1.5556,3.57,7.7699,1.4287,25.2,5.92696,3.671,1.5038,1.0,
84,29-Apr-94,,0.7124,,1279.56,,1.3815,415.9,8.6909,,6.579,,31.37,,102.5,807.3,0.29683,2.683,,3.27,0.5764,7.217,0.3845,,27.25,22418.0,3.64,,3.745,1.5549,3.52,7.7236,1.4142,25.16,5.93973,3.671,1.5095,1.0,
85,2-May-94,,0.7124,,1302.26,,1.3825,415.9,8.6909,,6.488,,31.37,,101.55,807.5,0.29642,2.683,,3.27,0.5777,7.1765,0.3845,,27.25,22418.0,3.64,,3.745,1.5549,3.52,7.6302,1.408,25.16,5.92423,3.671,1.5095,1.0,
86,3-May-94,,0.7118,,1323.51,,1.3841,415.9,8.6909,,6.4605,,31.37,,101.55,807.9,0.29642,2.6735,,3.27,0.5764,7.1505,0.3845,,27.25,22418.0,3.64,,3.745,1.5546,3.55,7.6336,1.4008,25.16,5.92868,3.671,1.5112,1.0,
87,4-May-94,,0.7041,,1345.12,,1.386,415.9,8.6909,,6.455,,31.37,,101.55,807.1,0.29607,2.6725,,3.27,0.5753,7.159,0.3845,,27.25,22418.0,3.64,,3.745,1.5536,3.61,7.6279,1.4015,25.14,5.92757,3.671,1.5085,1.0,
88,5-May-94,,0.7117,,1367.14,,1.3844,415.9,8.6909,,6.523,,31.37,,101.55,807.1,0.29654,2.6671,,3.27,0.5777,7.23,0.3845,,27.25,22418.0,3.64,,3.745,1.5544,3.62,7.7275,1.419,25.14,5.91605,3.671,1.496,1.0,
89,6-May-94,,0.7158,,1389.52,,1.3833,415.9,8.6909,,6.5315,,31.37,,103.0,806.0,0.29654,2.6475,,3.27,0.5767,7.2435,0.3845,,27.25,22418.0,3.64,,3.745,1.5568,3.58,7.7174,1.4208,25.21,5.92641,3.671,1.4952,1.0,
90,9-May-94,,0.7153,,1412.33,,1.3795,415.9,8.6909,,6.4875,,31.37,,102.48,806.4,0.29743,2.6206,,3.27,0.5779,7.1905,0.3845,,27.25,22418.0,3.64,,3.745,1.551,3.6,7.6675,1.4117,25.19,5.92641,3.671,1.4958,1.0,
91,10-May-94,,0.7197,,1435.52,,1.3783,415.9,8.6909,,6.5075,,31.37,,103.0,808.3,0.29743,2.615,,3.27,0.5792,7.219,0.3845,,27.25,22418.0,3.64,,3.745,1.5498,3.6,7.7065,1.4205,25.19,5.91957,3.671,1.4957,1.0,
92,11-May-94,,0.7217,,1459.35,,1.3777,415.9,8.6909,,6.549,,31.37,,104.15,806.8,0.29815,2.6155,,3.27,0.5812,7.2585,0.3845,,27.25,22418.0,3.64,,3.745,1.5567,3.64,7.7633,1.4315,25.24,5.92547,3.671,1.4895,1.0,
93,12-May-94,,0.7178,,1483.88,,1.3805,415.9,8.6909,,6.549,,31.37,,104.1,806.2,0.29795,2.612,,3.27,0.5814,7.2585,0.3845,,27.25,22418.0,3.64,,3.745,1.5528,3.64,7.7633,1.4315,25.23,5.91824,3.671,1.4992,1.0,
94,13-May-94,,0.7212,,1508.82,,1.3783,415.9,8.6909,,6.546,,31.37,,104.55,805.9,0.29795,2.6075,,3.27,0.5837,7.25,0.3845,,27.25,22418.0,3.64,,3.745,1.5533,3.65,7.7633,1.4279,25.22,5.91404,3.671,1.497,1.0,
